textID,text,sentiments,target,Age
992f2b16fb,I`m really getting sick ugh,negative,-1,46-60
c97b52ace6,stalkerishly,negative,-1,60-70
48d8087f95,???-?? ? youtube ? ????,neutral,0,70-100
48037ebde3,calling mum too ask if she can by ice-cream,neutral,0,0-20
dffeaa7330,"_ having a very lazy day, playing xbox and drinking tea",neutral,0,21-30
55f2673e6b,s disappointing,negative,-1,31-45
4ab133ebad,hopefully,positive,1,46-60
ed5a6ba312,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss,neutral,0,60-70
abae918052,Happy,positive,1,70-100
7abffbad91,thanks,positive,1,0-20
36e6c80b35,My legs are killing me now.  but i know it`s a good pain all in all.,neutral,0,21-30
8ac49207e1,"s fun,",positive,1,31-45
c400a6bf99,h) wish I could go too,positive,1,46-60
45a9136ace,ready to go home,neutral,0,60-70
c6b72791c6,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,neutral,0,70-100
d8b30029da,excited,positive,1,0-20
5.48E+72,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,neutral,0,21-30
ae1b6151f2,****,negative,-1,31-45
e0ef3a78fc,mad the rain got me..,negative,-1,46-60
9e36c68f31,I am at my grandparents place,neutral,0,60-70
01f7a3b229,hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,neutral,0,70-100
8c015be59f,i dont feel very good,negative,-1,0-20
72bafdda6a,I was born there,neutral,0,21-30
6c2ac7dbcb,congradts on ur show  Even tho i wasnt there lol,positive,1,31-45
ea953646cb,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,positive,1,46-60
84200d46e6,excuse,negative,-1,60-70
0c95eb579e,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",neutral,0,70-100
ba047dae2b,good,positive,1,0-20
6be832d308,awesome,positive,1,21-30
0bb43bf3bc,I`m afraid.,negative,-1,31-45
9b81e91703,I`m not having the best day,negative,-1,46-60
66f9e8ee5e,_Aid16 Goodnight!,neutral,0,60-70
6c7f3f8a21,Welcome,positive,1,70-100
6ec800a85c,Thanks,positive,1,0-20
56c68e6b45,"Thanks,",positive,1,21-30
ec1c6989b0,feeling all homely! off out with Freddie for a fun-packed day,positive,1,31-45
1b65a5216d,haha i will remember that  ****,neutral,0,46-60
61fee88949,"will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",neutral,0,60-70
7411938f57,I sorry,positive,1,70-100
2f36645604,"Awww, it does remind me of getting ready for the ball.",neutral,0,0-20
b38290dfd8,just couldn`t remember!!,negative,-1,21-30
2c7965a544,_bishop  sez need to get u to look at my flights again  will email ur work tonite,neutral,0,31-45
1a46538172,I wish I had the battery life of an iPhone!,positive,1,46-60
a732d0a8eb,happy,positive,1,60-70
b2e551b292,Omg.,positive,1,70-100
40ecb95c7e,better,positive,1,0-20
8a2a4790e0,Work in that heat is horrible !,negative,-1,21-30
5a7c51d790,d turned me human,positive,1,31-45
e5909bf38b,m glad,positive,1,46-60
fddcbe9285,"_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ",neutral,0,60-70
7c7a445b8d,Thanks Savvv,positive,1,70-100
fe6301dd3a,my sleep pattern is screwed,positive,1,0-20
fd98097a71,isn`t easy to find,negative,-1,21-30
a7b4ba7093,may the fourth be with you! happy star wars day,positive,1,31-45
6d2170e60f,".just not lucky, never have been.",negative,-1,46-60
33acc93d94,Taking care of yucky stuff.,negative,-1,60-70
5eb0846f97,lame,negative,-1,70-100
36cf9fdd08,good,positive,1,0-20
1af165ffbe,cry,negative,-1,21-30
c9aadfab6b,HAPPY,positive,1,31-45
de1f8970e0,at the redi med. getting checked for strep throat.,neutral,0,46-60
07d9362105,I`m either always on the train or at work,neutral,0,60-70
093021fd94,i hope,positive,1,70-100
181de1d263,"I`m tired,",negative,-1,0-20
6e047da71b,That`s me on a good day,positive,1,21-30
d86b813a34,not good.,negative,-1,31-45
b7797a8477,: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,positive,1,46-60
e387419315,I LOVE being off work,positive,1,60-70
4287a0fce7,"hahaha, I was busy, now I see what I replied to you!",positive,1,70-100
c3d345d7b6,thank you,positive,1,0-20
9810abc707,very bad.,negative,-1,21-30
0eeaff566e,he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,neutral,0,31-45
79f0f587fd,Very content with my life at the moment,neutral,0,46-60
19aca1cc70,"thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing.",neutral,0,60-70
09ed11dfa4,Thank you,positive,1,70-100
bfe82383f6,pretty much figured out.,positive,1,0-20
8ddbe8e99b,I scared,negative,-1,21-30
40dca4d03d,"esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few",neutral,0,31-45
ced528f7dc,Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,positive,1,46-60
082b93228a,Last night in Australia,neutral,0,60-70
59aa18c798,i was an extra. got ready for work for nothing. studying all night,neutral,0,70-100
15b87a49f3,love,positive,1,0-20
3d6165b5f7,fave,positive,1,21-30
ee0d5790a6,it`s Mothers Day today,neutral,0,31-45
0ba81cca59,Thanks,positive,1,46-60
78957c7648,_i_am_jes YAY! congrats! i`m afraid to check my grades!,neutral,0,60-70
2573cc2604,bad,negative,-1,70-100
107ea66e13,Same Difference Today  going to go and have a shower then get ready!,neutral,0,0-20
6c2e853e4c,#bash,neutral,0,21-30
9955130b68,"Its prob cuz I don`t really like sleeping in late, even if I tried.",negative,-1,31-45
6d6391cb8e,Congrats,positive,1,46-60
3e49b93467,t I`m still stick.,negative,-1,60-70
7c50208f64,"i guess your cooler than me, tony hawk never replied to me",neutral,0,70-100
7d911875ad,Wishing I could kidnap  from work,neutral,0,0-20
3d1318d372,ut yes now would be good,positive,1,21-30
c57301fb4d,I ran out of Eclipse mints,neutral,0,31-45
b4f9541a41,tweeten maar,neutral,0,46-60
f83955956a,lost,negative,-1,60-70
9a03198e38,"need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul",neutral,0,70-100
ecf25bb855,****,negative,-1,0-20
9f146eb43b,No... have to go on cruches next 2 weeks,neutral,0,21-30
e302ba395c,My throat is killing me,negative,-1,31-45
bab6ffe982,im back on twitter.,neutral,0,46-60
c95f98a2b8,looked up weather for greece this weekend....80 and sunny OMGZ,neutral,0,60-70
6e638ba726,awww  I`ll let you off - but you`d better be there for my next 30th! XD,positive,1,70-100
d45ad63346,YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I`ll come prepared!,neutral,0,0-20
317b13bd9d,"ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out.",neutral,0,21-30
35c1084565,babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,neutral,0,31-45
b57188597f,hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that,neutral,0,46-60
4f5340eafa,bloody,negative,-1,60-70
10ed94f7b0,make me tea pleaseeeeeeeeeee,neutral,0,70-100
1067c256cc,classes. n bout to make sum breakfast..,neutral,0,0-20
b8d2a9667c,o itchy,negative,-1,21-30
da9e7cabbc,Sports car + curb = flat tire.,neutral,0,31-45
845889ea57,good,positive,1,46-60
d632d916e1,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjd",neutral,0,60-70
3d4f44b382,(much) better cook,positive,1,70-100
7048b3a9c0,", enjoy",positive,1,0-20
b66503f26a,great,positive,1,21-30
c6787281f9,Yaay like it !  ?    Love,positive,1,31-45
8dee9a95f0,waste,negative,-1,46-60
d9c836bb8b,Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,neutral,0,60-70
6b2c6b3095,'accidentally',negative,-1,70-100
caf738c7d5,Thanks you so much,positive,1,0-20
7c26a466b6,sad me,negative,-1,21-30
1adaa3519d,Happy Mother`s Day,positive,1,31-45
598c09a87d,"SUCKS,",negative,-1,46-60
5b34c6a158,"no, i do better with people i don`t know   you`re going to chiodos tonight, right? just kill something for me",neutral,0,60-70
20951ebfde,While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it,neutral,0,70-100
3793966498,Please feel free to watch and enjoy,positive,1,0-20
8151b953ca,nice.,positive,1,21-30
7a3840a246,who I think is very smart,positive,1,31-45
3d5c1ed21b,o   It looks amazi,positive,1,46-60
e0879b38f2,yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,positive,1,60-70
3e9559f5a8,loveeee,positive,1,70-100
d482c6c7d5,so grateful!!,positive,1,0-20
d716550d6a,Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,neutral,0,21-30
fe80c21e0f,has heart burn,negative,-1,31-45
e9c337f756,thanks to you th,positive,1,46-60
ea912151ea,"even if I was drunk, I`d think about using a fake/temporary mail address",neutral,0,60-70
0676ff0933,Happy,positive,1,70-100
e41a2b7868,luv,positive,1,0-20
a381d7bfa5,Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,neutral,0,21-30
003034a92b,afraid,negative,-1,31-45
b57eb445ce,wow i have no friends on twitter,neutral,0,46-60
5ce6e92e2c,hard,negative,-1,60-70
57558f3cbe,positivity is doin me good! Change it up! Won`t regret it... Forsure..,positive,1,70-100
b38e530e2d,my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.,neutral,0,0-20
d703cd3563,Love,positive,1,21-30
b5a0dcb5ee,laughing,positive,1,31-45
af60628cca,when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,neutral,0,46-60
14c67c535b,.I`ve become poor again,negative,-1,60-70
4367f31dec,uploading pictures on myspace,neutral,0,70-100
e2b9a690b8,"but it was kinda funny, sorry. ur still my favorite tho",neutral,0,0-20
25edc7715c,worth,positive,1,21-30
44543f660b,No internet there.,negative,-1,31-45
35bd07c5d3,awesome,positive,1,46-60
95bbe5fcec,LoL Clever I`m Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24,neutral,0,60-70
78de864435,loosing,negative,-1,70-100
777b6daede,"I think your friend is thinking of Jonathan, not Danny",neutral,0,0-20
5419aaf31e,nice we,positive,1,21-30
5c3060444c,HAPPY MOMMA`s DAY ALL.,positive,1,31-45
a05e5f3116,just got back from donating blood,neutral,0,46-60
00886f0ea5,tired?,negative,-1,60-70
8a16f7dd37,please,positive,1,70-100
b11a01ef9b,painful,negative,-1,0-20
282e1a63e8,another purse? Need to see photos.,neutral,0,21-30
445f86a65e,Aw. Toy Story 3 is coming out NEXT year.,positive,1,31-45
d5a48e9def,I`m not leaving yet!,neutral,0,46-60
82395294cf,Happy,positive,1,60-70
fd46b0b0ad,monumental,positive,1,70-100
c31e69a36d,What??  Nooooooooo      There goes my week,neutral,0,0-20
894782cf8a,Good days with good friends ma,positive,1,21-30
c9d6997a02,miss yall,negative,-1,31-45
f3af5ba921,OMG I would sooooo make dis show number one,positive,1,46-60
847d7a478a,Listening to dashboard confessional & counting down the days until the  concert on May 16th with,neutral,0,60-70
bba51e47ab,i`m all alone,negative,-1,70-100
902c42e338,n interesting,positive,1,0-20
e487233140,aaawww  no worries,positive,1,21-30
e497b2a34e,fun.,positive,1,31-45
fada4f1204,nice to have you back,positive,1,46-60
c3897a6af3,1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!,neutral,0,60-70
794b975d65,"well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",neutral,0,70-100
3ff22a3aa1,"hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely",neutral,0,0-20
875d366982,Enjoy the coffee.,positive,1,21-30
9d92e249f8,omg evie. we have to do our plan for hot 30 tomorrow night,neutral,0,31-45
debbe76d54,sad!,negative,-1,46-60
cb3ca1167f,And i freakin miss anthony  ugh today kinda sucks.,negative,-1,60-70
642f6f34b9,my little felted thing looks like an incestuous by- product of two of your lovelies,positive,1,70-100
0e533abdae,s super sad,negative,-1,0-20
bf18156019,breaks my heart.,negative,-1,21-30
3113132bb5,thanks,positive,1,31-45
ddcc9dee12,I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!,neutral,0,46-60
6dbc4aeaf0,terrible,negative,-1,60-70
cd1a90193c,Happy Mothers Day!,positive,1,70-100
0a60343f49,Happy,positive,1,0-20
c9511eb366,happy,positive,1,21-30
bafe958a9b,is wondering what I did to get on the 'do not respond' list,neutral,0,31-45
5e1d705bfa,Jaydiohead 'No Karma' ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it`ll do.,neutral,0,46-60
a8bce31401,"I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",neutral,0,60-70
bb946cb35b,problem,negative,-1,70-100
9bf21c82f3,Happy,positive,1,0-20
8263d62bf3,At bus boys and poets ordering medici and white chocolate banana bread pudding,neutral,0,21-30
42fae3d673,"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash",neutral,0,31-45
9209cca56f,thanks,positive,1,46-60
aa189955b1,E EXPENSIVE,negative,-1,60-70
6cbf145ce4,"_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov",neutral,0,70-100
5c7180944c,msn-ing. no school  shouldn`t there be more bank holidays? x,positive,1,0-20
6babb54cc5,oh no.  *hugs*,neutral,0,21-30
32968e6949,Time flies...and i never got it all right. Why oh why?,neutral,0,31-45
f03dae6ab0,so sorry,negative,-1,46-60
1b020a64bc,AWESOME,positive,1,60-70
73e3150187,#NAME?,positive,1,70-100
db7d1f9d88,you have no interview today?,neutral,0,0-20
62086f9961,is sad th,negative,-1,21-30
7f0eab1127,Date movie with Nate. Most likely Wolverine.,neutral,0,31-45
0a68c4f3b6,Poor,negative,-1,46-60
45ef0fd94e,She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,neutral,0,60-70
2889cb3b49,o can`t work that one out  pain in the **** them spammers,negative,-1,70-100
4ddf9f18d1,he wasn`t there today   my free day from when the bell rang and wen it rang at the end was okayy..but after,neutral,0,0-20
e5d05cbae2,aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',neutral,0,21-30
608cdbe02c,i love my brother he`s my best friend,positive,1,31-45
882d707aca,**** it. Totally gutted,negative,-1,46-60
d0dcbd4559,I don`t think I like,negative,-1,60-70
32f71e09e0,he didn`t know there was going to be a test,neutral,0,70-100
27d75a6a5f,i need to get tickets though  idk how that is gonna happen,neutral,0,0-20
e9b4ce1946,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.,neutral,0,21-30
f145992965,tan,negative,-1,31-45
226a3c6bb0,"As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",positive,1,46-60
16bd49d152,wants TFA back.  http://plurk.com/p/x2rgl,neutral,0,60-70
fb2710ea73,still on the train goin 2 the southside!,neutral,0,70-100
23e6219d6a,The chances of us falling in love are getting fewer and fewer.,negative,-1,0-20
6d2c23642f,Coffee time  be back later kisses*,neutral,0,21-30
716f2a0736,Thanks!,positive,1,31-45
771b845b38,fusterated,negative,-1,46-60
85769c1ef2,gob smacked by how good our presentation was,positive,1,60-70
66d02b456b,awesome,positive,1,70-100
feb8ed98d1,afraid,negative,-1,0-20
4f9167c337,I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha,neutral,0,21-30
6d6430bd5d,"When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",positive,1,31-45
e69734c1de,but i`m talking to the boy first,neutral,0,46-60
1d1b1fa41a,_ENVY how come you dont think you did good?!,neutral,0,60-70
3474d5dce1,bad,negative,-1,70-100
7fee70ea8a,jealous,negative,-1,0-20
aa806bb753,niceee,positive,1,21-30
11e336ff91,I`m saying my goodbye to my car for the next 2 weeks  I`m gonna miss it!!  Its going to come back beautiful though!!,neutral,0,31-45
afcb6fb1e4,Out with Audrey,neutral,0,46-60
1722cd3459,I`m SO jealous,negative,-1,60-70
f4d7f474ba,I`m ill,negative,-1,70-100
869285805,Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,neutral,0,0-20
73616eac59,I might really have to join,positive,1,21-30
78c9fe7b1c,"I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",neutral,0,31-45
9736b31d4c,joke,positive,1,46-60
24ef576980,wont mind sharing,positive,1,60-70
bc361e245e,..poor thing.,negative,-1,70-100
968964a722,e such a nasty display picture,negative,-1,0-20
3568ade162,nice,positive,1,21-30
605da579d0,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neutral,0,31-45
9803285456,thanks  scared of dentists.. looks like I am going to have to get over it and go,positive,1,46-60
3a33697bb7,having fever,negative,-1,60-70
8213364d90,who not here be glad!!!!!!! ur sso luckyyyyyyy i hate u r home n r not enduring dis!!!!,neutral,0,70-100
e3b7b4a3c8,"Sick. Feel like jello, can`t talk, and delirious.",negative,-1,0-20
993ed46c7e,It`s teddy-chucking time,negative,-1,21-30
6c11ca9bb9,great!,positive,1,31-45
7ad9625924,. It wasn`t all that great but Channing Tatum is amazing!,neutral,0,46-60
498b85271a,Thanks for your reply,positive,1,60-70
814f356244,I miss my lappy.,negative,-1,70-100
54277afaa4,"sux,",negative,-1,0-20
27024dbb18,definitely!,positive,1,21-30
5e14e7c16e,good,positive,1,31-45
6eef4f572c,sick,negative,-1,46-60
1be7769340,my arms hurt!,negative,-1,60-70
db75031d55,..definitely the best of EBM,positive,1,70-100
ae1f196245,SO HUNGRY!,negative,-1,0-20
b9b1ff657b,oh no!!!,negative,-1,21-30
9d6a07033b,My throat is on fire,neutral,0,31-45
17fc6384ed,Miss Cauzinhoooo already,negative,-1,46-60
b73764e952,Feel free,positive,1,60-70
345545946d,"Since part of your job is predicting what will happen on the golf course, what are you going to shoot?",neutral,0,70-100
dd030f0698,what kind of food Celli? I`m following you now,neutral,0,0-20
01ecf8487b,"I just want this whole day to hurry up,",neutral,0,21-30
d9367b79ab,"Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back",neutral,0,31-45
211077a9e9,sorry,negative,-1,46-60
d8db8176da,I LLLOOOVVVEEE ICARLY,positive,1,60-70
1cb02cf05c,"Aye, May the 4th be with you",neutral,0,70-100
4225947565,the suns starting to go in  im getting coldddd!,neutral,0,0-20
8f2022b87f,On my way to dazzle bar!!,neutral,0,21-30
5239da0dc2,"lol! I thought we was suppose to guess..****, I tried tho..lolol!",neutral,0,31-45
c7e58ae69b,Thanks for all the comments,positive,1,46-60
82539f5a60,Going to jog down to uni. Quite a way from my family home but exercise and all that,neutral,0,60-70
da724fbf5e,missed,negative,-1,70-100
f53c7cad5a,Glad to see the sun out in Dublin after a great week,positive,1,0-20
bc2b74c6d7,yes not for putting inside anything else,neutral,0,21-30
9369a7a9ec,You are so weird.,negative,-1,31-45
2ab82634d5,had an awsome salad!,positive,1,46-60
82b63c0817,SO cute,positive,1,60-70
5dae53bcaf,haha I tried covering it with make up.. It doesn`t work  lol so wearing a scarf is the way to go.,neutral,0,70-100
44dd2e6f8d,what am i gonna do when my iphone is full!,neutral,0,0-20
ba89f20eea,hurts,negative,-1,21-30
d0e0be33a9,lost,negative,-1,31-45
82ec1b47c4,hahah,positive,1,46-60
5f8ead4a60,"Dan`s so funny,",positive,1,60-70
adebad3529,hope your day gets better soon!!,positive,1,70-100
d7e70dae33,Thanks,positive,1,0-20
30f0194072,is tired but happy the orphanage was wow.. and babysitting was really fun,neutral,0,21-30
f0726ddd52,urgh,negative,-1,31-45
54477f9f5c,my car wont start.......,negative,-1,46-60
a5cd62f098,couple days?! Sheeeeit. Wish I were there. Have something at Cafe Claude for me.,neutral,0,60-70
c0a2d8f63d,canceled.,negative,-1,70-100
9a3d28ff46,does it work on the iPhone as my MacBook is flat,neutral,0,0-20
ffd025317c,adorable,positive,1,21-30
aeee8ceff4,I can be on your favorite producers list  lol,positive,1,31-45
9c7bb80379,You know we do!,neutral,0,46-60
5addf8a3c8,wants this summer to actually have some sun in it,neutral,0,60-70
67dd29837e,I`d love to!!,positive,1,70-100
528ccda85a,The people get so much meaner to you.,negative,-1,0-20
9be60c1b72,problem,negative,-1,21-30
1d363e3c46,what a beautiful morning!,positive,1,31-45
c3d933e350,FAILlllllllll,negative,-1,46-60
9280023aec,Contentment,positive,1,60-70
aa120f1755,http://naturalismo.files.wordpress.com/2008/01/elliott10.jpg my hero,neutral,0,70-100
f17e12be38,"I don`t think I`ve ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!",neutral,0,0-20
007654ea31,i feel like taking a day off but cannot afford it  looking forward to the dfb cup final tmrw night though. go werder!!!,neutral,0,21-30
04553c6c8c,"@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here",neutral,0,31-45
ad94c81511,hurt to,negative,-1,46-60
52c5ebcd63,Were have you been?,neutral,0,60-70
024b8d4b95,! sadly,negative,-1,70-100
4.98E+15,Yeah Yeah Yeahs - Softshock,neutral,0,0-20
6bcc426fd4,We`ll watch & wait & tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N`s cheeks & ears red as my hair,neutral,0,21-30
1cc3569a5a,yeaaa i just got the link off his lj,neutral,0,31-45
1124f6f9a5,noone wants to talk to me  lol,negative,-1,46-60
59d23b3db7,so very irratated,negative,-1,60-70
7b9efb5c34,"thats the most colorful thing ive seen all day,wow.",positive,1,70-100
ac7a56d521,Somebody get me out of work tomorrow.,neutral,0,0-20
fb93940016,"Yeah, I went to bed at 4 and I had to be up at 6. :[",negative,-1,21-30
adac9ee2e1,so goo,positive,1,31-45
58457e1e11,like,positive,1,46-60
59e971682c,suck,negative,-1,60-70
3090200836,e totally welcome,positive,1,70-100
2302ebbe9e,? American Pie FOREVER. I`m watching it right now. They`re running naked around on the Streets! Would you do that? I would  [ NOT ],neutral,0,0-20
d1cd50d21b,Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work,positive,1,21-30
b75f6c9be9,crud is all I can say,neutral,0,31-45
9b7b578ce2,going to work till 3...then maybe ride the horses and take my sister to softball pratice,neutral,0,46-60
2ec5126360,Nice!,positive,1,60-70
335f03ad85,"Is ahhh, ching chong wing wong ping pong ding dong!",neutral,0,70-100
8f9d6fb09f,good,positive,1,0-20
3c35eae9d4,_zwitschert There`s supposed to be a <3 at the end of my last tweet but I guess twitter ate it,neutral,0,21-30
187bbd3b14,yey,positive,1,31-45
a7036b7dfe,wtf,negative,-1,46-60
96c5b4862c,listening to a new Stolen Sheep record,neutral,0,60-70
b642906cab,Home from work. A few hours of sleep then putting some miles on the new bike.,neutral,0,70-100
c01f2329db,"says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!",neutral,0,0-20
8c1c2b26a4,so emotional.,negative,-1,21-30
094218c2e7,i`ll have to wait..,negative,-1,31-45
f854b71b06,hell yeah!,positive,1,46-60
1ef247a527,s good,positive,1,60-70
ba786311f9,http://twitpic.com/4we4j - Speed lessons on the main screens on center court! I had to take this pic,neutral,0,70-100
191026b892,great,positive,1,0-20
915c66ead8,I don`t want her dressed up th,negative,-1,21-30
d5ebd5f984,win,positive,1,31-45
969294b88a,live long,positive,1,46-60
a1384fe216,"just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL",neutral,0,60-70
a62c8b0a01,Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral,0,70-100
823122597e,mean,neutral,0,0-20
47ffe3c006,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral,0,21-30
a546aa1fc0,lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,neutral,0,31-45
18cfebfcf1,waiting for the battery to charge for my new DSLR,neutral,0,46-60
a0f4670541,My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.,neutral,0,60-70
4214f0e241,#NAME?,positive,1,70-100
46dcf0b66d,I`m lost,negative,-1,0-20
3b3d48063c,"but not as much,",negative,-1,21-30
0c4c7d7f21,"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",neutral,0,31-45
4bd78cb8d0,just got outta work.  ....... Frankie`s house.,neutral,0,46-60
2e5b0e62a4,kirk is hotter than spock,neutral,0,60-70
bc84f21e3b,ShoesShoesShoes.YayYayYay.lol.I,positive,1,70-100
70a246040e,Search for 'Asos coupons' in Google  Plenty to choose from,neutral,0,0-20
4bf07d44a1,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral,0,21-30
49ff747ca1,Does the 1st show count? That would be the midnight show Thurs night/Fri morning,neutral,0,31-45
c62bc1aa71,Omg I can`t believe jay leno is going off the air,neutral,0,46-60
b6ec6d35ed,but all of my plans were for tonight  well . . . most of them anyway.,positive,1,60-70
b31f52a91e,underpriveledged,negative,-1,70-100
6d09b56028,beautiful,positive,1,0-20
015a057c59,e swine flu,negative,-1,21-30
b524839bd6,Happy Mothers day,positive,1,31-45
6599743334,can`t,negative,-1,46-60
5dc85811dc,Is in starbucks,neutral,0,60-70
a5cb92d08b,Oceans 12,neutral,0,70-100
f789f88a03,Waking up early to go to the gym,neutral,0,0-20
b519ba7eaf,"Heavens,",positive,1,21-30
1f49142f0c,"Out with Bre, Jimmy, and Jon P?",neutral,0,31-45
20771a6d9a,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral,0,46-60
f1cf465b7b,amazecore!!,positive,1,60-70
74e9f8da6b,because no one ever understands me....,negative,-1,70-100
6ecab08a38,I overslept  headache,negative,-1,0-20
12a0841cb4,Thanks G!,positive,1,21-30
c00e8432c2,happy star wars dayyyy,positive,1,31-45
66629a38ef,bout to go to work,neutral,0,46-60
8114133dba,she`s such an amazing singer,positive,1,60-70
00f5f7f9c5,love,positive,1,70-100
4a740beb70,Good to be (sort of) home! :pI`m guilt stricken,neutral,0,0-20
64d352606b,"Trying to watch your vids, but the audio has been disabled",neutral,0,21-30
49d6a06d0c,too late.,negative,-1,31-45
82f7a9886e,weather starting to be better  So just SHINE **,neutral,0,46-60
d967d8fe91,"diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for",neutral,0,60-70
7adc7ea809,http://twitpic.com/4bckp - that should answer part of your question,neutral,0,70-100
f82c9ce2b7,hope ya sleepin well  guys,positive,1,0-20
95a6c29dc3,I wasn`t feeling it,negative,-1,21-30
e3ab05496b,Watching some vintage topgear,neutral,0,31-45
865ed306cb,hard,negative,-1,46-60
f1bfd686e8,Thank you,positive,1,60-70
249bbd24bc,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral,0,70-100
7651967ec9,"fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral,0,0-20
216703ba65,sweet!,positive,1,21-30
824aa064d2,THANKS ! My motivation is returning at about the rate I`m inputting coffee,neutral,0,31-45
fbc0f03d51,oh..keep working on it..you can always make it a little smaller,neutral,0,46-60
4d967b142e,r the Best Job in the World. Good luck.,positive,1,60-70
3bf7a25c9b,Happy Mothers Day!!!,positive,1,70-100
2b603d3169,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,neutral,0,0-20
4eec486ad7,"y i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing ther",positive,1,21-30
6562892a62,_ife not to forget cinnamon!,neutral,0,31-45
1e7784540e,", pains been part of my life for a long time now  I hope you feel a bit better soon.",neutral,0,46-60
